About,Director,Writers,category,duration,movie_type,number_of_vote,rating,recommendation,title
"
                    Explores the early relationship between the renowned psychiatrist and his patient, a young FBI criminal profiler, who is haunted by his ability to empathize with serial killers.
            ",Bryan Fuller,"Hugh Dancy,Mads Mikkelsen,Caroline Dhavernas,See full cast & crew",Crime,"
                        44min
                    ",Serie,"214,918",8.5,"Dexter,Daredevil,Mindhunter,The Punisher,Mr. Robot,Sherlock,Spartacus,True Detective,House of Cards,Spartacus: Gods of the Arena,Luther,The Haunting of Hill House",Hannibal             
"
                    British crime thriller about the investigations of AC-12, a controversial police anticorruption unit.
            ",Jed Mercurio,"Martin Compston,Vicky McClure,Adrian Dunbar,See full cast & crew",Crime,"
                        1h
                    ",Serie,"27,717",8.6,"Luther,Happy Valley,Broadchurch,Bodyguard,Unforgotten,Marcella,The Fall,The Killing,Doctor Foster: A Woman Scorned,Hinterland,Only Fools and Horses,River",Line of Duty             
"
                    Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.
            ",Gaspar Noé,Gaspar Noé,Drama,"
                        2h 15min
                    ",Movie,"42,897",6.1,"Enter the Void,Irreversible,Climax,I Stand Alone,The Dreamers,Blue Is the Warmest Colour,Antichrist,Dogtooth,Melancholia,The House That Jack Built,Her,Carne",Love 
"
                    As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.
            ",Mel Gibson,"Mel Gibson,Farhad Safinia",Action,"
                        2h 19min
                    ",Movie,"282,242",7.8,"The Passion of the Christ,10,000 BC,Perfume: The Story of a Murderer,The Patriot,300,King Kong,Blood Diamond,Man on Fire,The Revenant,Avatar,Gangs of New York,The Last Samurai",Apocalypto 
"
                    Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
            ",Penny Marshall,"Kim Wilson,Kelly Candaele,2 more credits",Comedy,"
                        2h 8min
                    ",Movie,"89,380",7.3,"The Sandlot,Field of Dreams,Rookie of the Year,Angels in the Outfield,The Mighty Ducks,Little Giants,The Rookie,Cool Runnings,D2: The Mighty Ducks,Hook,The Goonies,The Princess Bride",A League of Their Own 
"
                    A political drama which looks into the life of the Secretary of State as she tries to balance work with family.
            ",Barbara Hall,"Téa Leoni,Tim Daly,Erich Bergen,See full cast & crew",Drama,"
                        45min
                    ",Serie,"19,082",7.6,"The Good Wife,Blue Bloods,Scandal,The Good Fight,FBI,Bull,Code Black,The West Wing,Designated Survivor,9-1-1,SEAL Team,New Amsterdam",Madam Secretary             
"
                    After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.
            ",Christopher Nolan,"Jonathan Nolan,Christopher Nolan,1 more credit",Drama,"
                        2h 10min
                    ",Movie,"1,136,737",8.5,"Memento,Inception,Se7en,The Departed,Interstellar,Fight Club,The Dark Knight Rises,Gladiator,Shutter Island,The Dark Knight,Batman Begins,Léon: The Professional",The Prestige 
"
                    The story of ",Martin Scorsese,"Nicholas Pileggi,Nicholas Pileggi,1 more credit",Biography,"
                        2h 26min
                    ",Movie,"976,148",8.7,"Pulp Fiction,The Godfather: Part II,Se7en,The Departed,Fight Club,Saving Private Ryan,The Silence of the Lambs,The Godfather,One Flew Over the Cuckoo's Nest,Schindler's List,The Matrix,American History X",Goodfellas 
"
                    When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.
            ",Glen A. Larson,"Edward James Olmos,Mary McDonnell,Jamie Bamber,See full cast & crew",Action,"
                        44min
                    ",Serie,"147,761",8.7,"Battlestar Galactica,Firefly,Battlestar Galactica: Razor,Battlestar Galactica: The Plan,Star Trek: The Next Generation,Battlestar Galactica: The Resistance,The X-Files,Battlestar Galactica: Blood & Chrome,Battlestar Galactica: The Face of the Enemy,Battlestar Galactica: Razor Flashbacks,Stargate SG-1,Rome",Battlestar Galactica             
"
                    An elite team of police forensic evidence investigation experts work their cases in Las Vegas.
            ",Anthony E. Zuiker,"Laurence Fishburne,Marg Helgenberger,George Eads,See full cast & crew",Crime,"
                        1h
                    ",Serie,"75,319",7.6,"CSI: NY,CSI: Miami,CSI: Immortality,Law & Order,CSI: Cyber,Law & Order: Criminal Intent,Numb3rs,Bones,Without a Trace,NCIS,NCIS: Los Angeles,Cold Case",CSI: Crime Scene Investigation             
"
                    A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.
            ",Michael Mann,Michael Mann,Crime,"
                        2h 50min
                    ",Movie,"554,430",8.2,"Casino,Scarface,Taxi Driver,L.A. Confidential,Raging Bull,Die Hard,Reservoir Dogs,Once Upon a Time in America,No Country for Old Men,Full Metal Jacket,Braveheart,Goodfellas",Heat 
"
                    A worldwide financial conspiracy is discovered by a group of traders of a large investment bank. Based on the novel by Guido Maria Brera.
            ",Ezio Abbate,"Patrick Dempsey,Alessandro Borghi,Laia Costa,See full cast & crew",Drama,,Serie,624,7.1,"Figli,The Immortal,Hightown,1994,ZeroZeroZero,7 ore per farti innamorare,The Truth About the Harry Quebert Affair,Snowpiercer,White Lines,The Goddess of Fortune,1993,The Invisible Witness",Devils             
"
                    An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.
            ",J.J. Abrams,"Anna Torv,Joshua Jackson,John Noble,See full cast & crew",Drama,"
                        46min
                    ",Serie,"213,832",8.4,"Heroes,Person of Interest,Warehouse 13,Lost,V,Lie to Me,The Mentalist,Dexter,Chuck,The 4400,Eureka,Continuum",Fringe             
"
                    The regulars of the Boston bar ""Cheers"" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.
            ",James Burrows,"Ted Danson,Rhea Perlman,John Ratzenberger,See full cast & crew",Comedy,"
                        22min
                    ",Serie,"45,965",7.8,"Frasier,Everybody Loves Raymond,Spin City,Married... with Children,Mad About You,The King of Queens,Night Court,Taxi,Just Shoot Me!,The Drew Carey Show,Three's Company,Roseanne",Cheers             
"
                    In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.
            ",Ryan J. Condal,"Josh Holloway,Sarah Wayne Callies,Peter Jacobson,See full cast & crew",Action,"
                        42min
                    ",Serie,"28,191",7.4,"Falling Skies,Travelers,Salvation,Continuum,12 Monkeys,Into the Night,Under the Dome,Intelligence,Timeless,Dark Matter,Revolution,Orphan Black",Colony             
"
                    A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.
            ",Jeff Chan,"Chris Pare,Jeff Chan",Action,"
                        1h 38min
                    ",Movie,"27,187",6.1,"Code 8,Bloodshot,Den of Thieves,Jumanji: The Next Level,Bad Boys for Life,Extraction,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode VIII - The Last Jedi,Fantasy Island,Contagion,All Day and a Night,Star Wars: Episode IV - A New Hope",Code 8 
"
                    After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.
            ",Meredith Averill,"Darby Stanchfield,Connor Jessup,Emilia Jones,See full cast & crew",Drama,"
                        48min
                    ",Serie,"32,152",7.4,"The Umbrella Academy,I Am Not Okay with This,Chilling Adventures of Sabrina,Ragnarok,Stranger Things,You,Sex Education,The Witcher,October Faction,Lock & Key,The End of the F***ing World,The Haunting of Hill House",Locke & Key             
"
                    Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.
            ",Michael Gracey,"Jenny Bicks,Bill Condon,1 more credit",Biography,"
                        1h 45min
                    ",Movie,"220,718",7.6,"Les Misérables,La La Land,A Star Is Born,Mamma Mia! Here We Go Again,Bohemian Rhapsody,Mamma Mia!,Hairspray,Baywatch,The Fault in Our Stars,Jumanji: Welcome to the Jungle,The Great Gatsby,Extremely Wicked, Shockingly Evil and Vile",The Greatest Showman 
"
                    The story of the Battle of Midway, told by the leaders and the sailors who fought it.
            ",Roland Emmerich,Wes Tooke,Action,"
                        2h 18min
                    ",Movie,"46,247",6.7,"Midway,21 Bridges,1917,Danger Close,Terminator: Dark Fate,Underwater,Anna,Pearl Harbor,Ford v Ferrari,Golden Job,10 jours sans maman,Just Mercy",Midway 
"
                    A Walking Dead spin-off, set in Los Angeles, following two families who must band together to survive the undead apocalypse.
            ",Dave Erickson,"Kim Dickens,Frank Dillane,Cliff Curtis,See full cast & crew",Drama,"
                        44min
                    ",Serie,"106,329",6.9,"The Walking Dead,The 100,Fear the Walking Dead: Flight 462,The Walking Dead: Red Machete,Z Nation,Fear the Walking Dead: The Althea Tapes,Black Summer,Agents of S.H.I.E.L.D.,Lost,Under the Dome,American Horror Story,Arrow",Fear the Walking Dead             
"
                    A family finds themselves forced to face their past secrets and scars when the black sheep returns home.
            ",Glenn Kessler,"Kyle Chandler,Ben Mendelsohn,Linda Cardellini,See full cast & crew",Drama,"
                        1h
                    ",Serie,"41,549",8.0,"The Killing,Broadchurch,The Affair,Ozark,The Fall,Rectify,Luther,Friday Night Lights,Dead to Me,The Americans,Seven Seconds,Safe",Bloodline             
"
                    The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.
            ",Carlo Bernard,"Diego Luna,Scoot McNairy,José María Yazpik,See full cast & crew",Crime,"
                        50min
                    ",Serie,"53,021",8.4,"Narcos,El Chapo,House of Cards,Fargo,Mindhunter,Better Call Saul,Peaky Blinders,Chernobyl,True Detective,Stranger Things,Dexter,Black Mirror",Narcos: Mexico             
"
                    After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.
            ",Rob Thomas,"Kristen Bell,Jason Dohring,Enrico Colantoni,See full cast & crew",Crime,"
                        44min
                    ",Serie,"65,915",8.3,"Veronica Mars,Buffy the Vampire Slayer,iZombie,Play It Again, Dick,Angel,Gilmore Girls,One Tree Hill,Dollhouse,Charmed,The Good Place,The O.C.,True Blood",Veronica Mars             
"
                    Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.
            ",Ava DuVernay,"Asante Blackk,Caleel Harris,Ethan Herisse,See full cast & crew",Biography,"
                        4h 56min
                    ",Movie,"73,222",8.9,"Unbelievable,Chernobyl,Narcos,Black Mirror,Mindhunter,Oprah Winfrey Presents: When They See Us Now,The Night Of,The Haunting of Hill House,Stranger Things,You,Sherlock,House of Cards",When They See Us             
"
                    Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.
            ",David Fincher,"Steven Zaillian,Stieg Larsson",Crime,"
                        2h 38min
                    ",Movie,"406,944",7.8,"Zodiac,The Girl with the Dragon Tattoo,The Game,The Social Network,The Curious Case of Benjamin Button,Panic Room,Gone Girl,The Illusionist,Mystic River,The Girl Who Played with Fire,Nightcrawler,Skyfall",The Girl with the Dragon Tattoo 
"
                    In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.
            ",Maureen Jennings,"Yannick Bisson,Helene Joy,Thomas Craig,See full cast & crew",Crime,"
                        48min
                    ",Serie,"9,586",8.1,"Murdoch Mysteries: The Curse of the Lost Pharaohs,Miss Fisher's Murder Mysteries,Frankie Drake Mysteries,Father Brown,The Murdoch Mysteries,The Doctor Blake Mysteries,Midsomer Murders,Marple,Death in Paradise,Poirot,Rosemary & Thyme",Murdoch Mysteries             
"
                    Procedural drama about the inner workings of the New York office of the FBI, bringing to bear all the Bureau's skills, intellect and mind-blowing technology to keep New York and the country safe.
            ",Craig Turk,"Missy Peregrym,Zeeko Zaki,Ebonee Noel,See full cast & crew",Crime,"
                        1h
                    ",Serie,"8,632",6.7,"FBI: Most Wanted,S.W.A.T.,Chicago P.D.,Bull,9-1-1,SEAL Team,The Rookie,Chicago Med,New Amsterdam,NCIS: New Orleans,The Resident,Station 19",FBI             
"
                    As Harvard student ",David Fincher,"Aaron Sorkin,Ben Mezrich",Biography,"
                        2h
                    ",Movie,"599,905",7.7,"Zodiac,The Girl with the Dragon Tattoo,The Curious Case of Benjamin Button,The Big Short,Silver Linings Playbook,Moneyball,Gone Girl,Black Swan,The Imitation Game,The King's Speech,Argo,Dallas Buyers Club",The Social Network 
"
                    A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.
            ",Kim Coghill,"Tatiana Maslany,Dylan Bruce,Jordan Gavaris,See full cast & crew",Action,"
                        44min
                    ",Serie,"97,446",8.3,"Sense8,The OA,Orange Is the New Black,Travelers,Orphan Black: The Next Chapter,Jessica Jones,Bates Motel,How to Get Away with Murder,The 100,Russian Doll,Pretty Little Liars,Fringe",Orphan Black             
"
                    After the death of one of his friends, a writer recounts a boyhood journey with his friends to find the body of a missing boy.
            ",Rob Reiner,"Stephen King,Raynold Gideon,1 more credit",Adventure,"
                        1h 29min
                    ",Movie,"350,638",8.1,"Rocky,Dead Poets Society,Platoon,Die Hard,Trainspotting,Jurassic Park,The Sixth Sense,Indiana Jones and the Last Crusade,Indiana Jones and the Raiders of the Lost Ark,The Truman Show,Monty Python and the Holy Grail,The Thing",Stand by Me 
"
                    Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.
            ",Rod Serling,"Rod Serling,Robert McCord,Jay Overholts,See full cast & crew",Drama,"
                        51min
                    ",Serie,"67,134",9.0,"Alfred Hitchcock Presents,The Twilight Zone,The Outer Limits,Monty Python's Flying Circus,Seinfeld,The X-Files,Twin Peaks,The Twilight Zone,Firefly,Here We Go Again, Rubinot!,Planet Earth,The Blue Planet",The Twilight Zone             
